endTime,artistName,trackName,msPlayed
2020-09-14 22:33,Zac Brown Band,No Hurry,226226
2020-09-14 23:47,Tim McGraw,Good Taste In Women,227146
2020-09-14 23:54,Straight No Chaser,Feels like Christmas (feat. Jana Kramer),179186
2020-09-15 00:00,Girls' Generation,I GOT A BOY,271325
2020-09-15 00:18,PSY,"It's Art (Music from Fantastic Duo 2, Pt. 4)",151962
2020-09-15 00:26,Zac Brown Band,Let It Go,87980
2020-09-15 01:46,KANA-BOON,ないものねだり - Revenge THE FIRST TAKE,235405
2020-09-15 01:48,The Johner Boys,Love in California,118814
2020-09-15 01:51,Billy Joel,You May Be Right,208728
2020-09-15 01:53,The Icarus Account,Cherry Street,129572
2020-09-15 01:56,Lindsey Buckingham,Holiday Road - National Lampoon's Vacation,112667
