endTime,artistName,trackName,Day of the Week,msPlayed
2020-03-21 22:59,Santana,Into the Night (feat. Chad Kroeger),Saturday,
2020-03-21 23:00,Owl City,Good Time,Saturday,
2020-03-21 23:00,Twenty One Pilots,Polarize,Saturday,
2020-03-21 23:00,Twenty One Pilots,Ode to Sleep,Saturday,
2020-03-21 23:00,Casting Crowns,All You've Ever Wanted,Saturday,
2020-03-21 23:00,Awkwafina,My Vag,Saturday,
2020-03-21 23:00,Hillsong UNITED,Hosanna,Saturday,
2020-03-21 23:00,The Worship Initiative,Happy Day,Saturday,
2020-03-21 23:00,Scott & Brendo,Beat Calls (Bonus Track),Saturday,
2020-03-21 23:04,The All-American Rejects,Move Along,Saturday,
2020-03-21 23:04,EXO,으르렁 Growl,Saturday,
2020-03-21 23:04,The Lonely Island,I Just Had Sex,Saturday,
2020-03-21 23:04,Five For Fighting,100 Years,Saturday,
2020-03-21 23:04,VERIDIA,Disconnected,Saturday,
2020-03-21 23:04,Calvin Harris,One Kiss (with Dua Lipa),Saturday,
2020-03-21 23:04,Jordan Davis,Singles You Up,Saturday,
2020-03-21 23:04,Dan Balan,Ma Ya Hi (Dragostea Din Tei) - Original Mix,Saturday,
2020-03-21 23:04,Seal,Kiss from a Rose,Saturday,
2020-03-21 23:04,Keith Urban,We Were Us,Saturday,
2020-03-21 23:04,Jamie Grace,Hold Me (feat. Tobymac),Saturday,
2020-03-21 23:05,Black Eyed Peas,I Gotta Feeling,Saturday,
2020-03-21 23:05,Santana,Smooth (feat. Rob Thomas),Saturday,
2020-03-21 23:05,AC/DC,You Shook Me All Night Long,Saturday,
2020-03-21 23:05,Miley Cyrus,Party In The U.S.A.,Saturday,
2020-03-21 23:05,Josh Gracin,Nothin' To Lose,Saturday,
2020-03-21 23:05,Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),Saturday,
2020-03-21 23:05,Rixton,Me And My Broken Heart,Saturday,
2020-03-21 23:05,Divided By Friday,Relapse,Saturday,
2020-03-21 23:05,Alicia Keys,No One,Saturday,
2020-03-21 23:05,Jonas Brothers,Hold On,Saturday,
2020-03-21 23:05,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Saturday,
2020-03-21 23:09,Reik,Me Niego (feat. Ozuna & Wisin),Saturday,
2020-03-21 23:09,Rixton,Hotel Ceiling,Saturday,
2020-03-21 23:09,Kelsea Ballerini,Legends,Saturday,
2020-03-21 23:09,Gwen Stefani,The Sweet Escape,Saturday,
2020-03-21 23:09,Paul Brandt,Alberta Bound,Saturday,
2020-03-21 23:09,Bruno Mars,The Lazy Song,Saturday,
2020-03-21 23:09,Quietdrive,Time After Time,Saturday,
2020-03-21 23:09,Taylor Swift,Shake It Off,Saturday,
2020-03-21 23:09,Blue Öyster Cult,Godzilla,Saturday,
2020-03-21 23:09,KB,Church Clap,Saturday,
2020-03-21 23:09,J.Fla,Cold Water,Saturday,
2020-03-21 23:09,High Valley,Make You Mine,Saturday,
2020-03-21 23:09,Chris Tomlin,Amazing Grace (My Chains Are Gone),Saturday,
2020-03-21 23:10,Elvis Presley,Can't Help Falling in Love,Saturday,
2020-03-21 23:10,Boston,Don't Look Back,Saturday,
2020-03-21 23:10,Quiet Riot,Cum on Feel the Noize,Saturday,
2020-03-21 23:10,Shakira,"Whenever, Wherever",Saturday,
2020-03-21 23:10,Bon Jovi,You Give Love A Bad Name,Saturday,
2020-03-21 23:10,Carrie Underwood,Something in the Water,Saturday,
2020-03-21 23:10,Alan Doyle,"1,2,3,4",Saturday,
2020-03-21 23:15,Anthem Lights,Better Together,Saturday,
2020-03-21 23:15,Redbone,Come and Get Your Love,Saturday,
2020-03-21 23:15,Cast Of Camp Rock,We Rock,Saturday,
2020-03-21 23:19,Ailee,열애설,Saturday,
2020-03-21 23:19,Luke Bryan,Move,Saturday,
2020-03-21 23:19,I AM THEY,From the Day,Saturday,
2020-03-21 23:19,Anthem Lights,Simple Little Christmas,Saturday,
2020-03-21 23:19,The Fray,How to Save a Life,Saturday,
2020-03-21 23:19,Mumford & Sons,The Cave,Saturday,
2020-03-21 23:19,Naughty Boy,La La La,Saturday,
2020-03-21 23:22,Panic! At The Disco,Nine in the Afternoon - Single Mix,Saturday,
2020-03-21 23:22,Kevin Rudolf,Let It Rock,Saturday,
2020-03-21 23:22,Anne-Marie,Ciao Adios,Saturday,
2020-03-21 23:22,Watsky,Sloppy Seconds,Saturday,
2020-03-21 23:22,Taylor Swift,All Too Well,Saturday,
2020-03-21 23:23,We The Kings,Say You Like Me,Saturday,
2020-03-21 23:23,Young MC,Bust A Move,Saturday,
2020-03-21 23:23,Maroon 5,This Love,Saturday,
2020-03-21 23:23,Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,Saturday,
2020-03-21 23:23,Keith Urban,Long Hot Summer,Saturday,
2020-03-21 23:26,Dave Barnes,Little Lies,Saturday,
2020-03-21 23:26,Tame Impala,The Less I Know The Better,Saturday,
2020-03-21 23:26,Dierks Bentley,I Hold On,Saturday,
2020-03-21 23:26,High Valley,She's With Me,Saturday,
2020-03-21 23:26,Skylar Grey,I Will Return,Saturday,
2020-03-21 23:26,Kings of Leon,Use Somebody,Saturday,
2020-03-21 23:26,Phil Wickham,This Is Amazing Grace,Saturday,
2020-03-21 23:26,Bowling For Soup,1985,Saturday,
2020-03-21 23:29,Journey,Any Way You Want It,Saturday,
2020-03-21 23:29,Keith Urban,Raise 'Em Up,Saturday,
2020-03-21 23:29,MKTO,Monaco,Saturday,
2020-03-21 23:30,Maroon 5,Daylight,Saturday,
2020-03-21 23:30,OneRepublic,Good Life,Saturday,
2020-03-21 23:30,Steve Goodman,Go Cubs Go,Saturday,
2020-03-21 23:30,Capital Kings,Northern Sky (feat. Kb),Saturday,
2020-03-21 23:30,Paramore,Still into You,Saturday,
2020-03-21 23:33,Taylor Swift,I Almost Do,Saturday,
2020-03-21 23:33,X Ambassadors,Renegades,Saturday,
2020-03-21 23:33,The Worship Initiative,Chain Breaker,Saturday,
2020-03-21 23:33,Old Dominion,Written in the Sand,Saturday,
2020-03-21 23:33,Flo Rida,GDFR (feat. Sage the Gemini and Lookas) - Noodles Remix,Saturday,
2020-03-21 23:33,Hunter Hayes,21,Saturday,
2020-03-21 23:37,Elvis Presley,Suspicious Minds,Saturday,
2020-03-21 23:38,Joseph Vincent,Next to You,Saturday,
2020-03-21 23:38,Matt Redman,"10,000 Reasons (Bless The Lord) - Live",Saturday,
2020-03-21 23:38,Straight No Chaser,Rhythm of Love / Can't Help Falling in Love - EP Version,Saturday,
2020-03-21 23:41,B.o.B,Both of Us (feat. Taylor Swift),Saturday,
2020-03-21 23:41,Laura Story,Blessings,Saturday,
2020-03-21 23:41,The Outfield,Your Love,Saturday,
2020-03-21 23:42,El Chombo,Quieren Chorizo,Saturday,
2020-03-21 23:42,Taylor Swift,...Ready For It?,Saturday,
2020-03-21 23:42,The Afters,Well Done,Saturday,
2020-03-21 23:42,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",Saturday,
2020-03-21 23:42,Bastille,Pompeii,Saturday,
2020-03-21 23:42,Wisin,Escápate Conmigo (feat. Ozuna),Saturday,
2020-03-21 23:45,Chris Tomlin,Made To Worship,Saturday,
2020-03-21 23:45,Carpenters,Top Of The World,Saturday,
2020-03-21 23:45,Florida Georgia Line,Round Here,Saturday,
2020-03-21 23:48,Ed Sheeran,Thinking out Loud,Saturday,
2020-03-21 23:48,Cash Cash,I Found You,Saturday,
2020-03-21 23:48,The Afters,Every Good Thing,Saturday,
2020-03-21 23:52,Rihanna,Don't Stop The Music,Saturday,
2020-03-21 23:52,J.Y. Park,어머님이 누구니 (Who's your mama?) (Feat. Jessi),Saturday,
2020-03-21 23:52,Gin Blossoms,Hey Jealousy,Saturday,
2020-03-21 23:52,Sean Kingston,Dumb Love,Saturday,
2020-03-22 00:00,Boston,Foreplay / Long Time,Sunday,
2020-03-22 00:03,Hunter Hayes,Tattoo,Sunday,
2020-03-22 00:04,BTOB,For You,Sunday,
2020-03-22 00:04,Paramore,crushcrushcrush,Sunday,
2020-03-22 00:04,TAEYEON,Why,Sunday,
2020-03-22 00:07,Zac Brown Band,Mango Tree,Sunday,
2020-03-22 00:07,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),Sunday,
2020-03-22 00:08,Vanessa Carlton,A Thousand Miles,Sunday,
2020-03-22 00:08,The Chainsmokers,All We Know (feat. Phoebe Ryan),Sunday,
2020-03-22 00:08,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),Sunday,
2020-03-22 00:08,Old Dominion,Nowhere Fast,Sunday,
2020-03-22 00:08,Keith Urban,Better Life,Sunday,
2020-03-22 00:08,Cash Cash,I Like It Loud,Sunday,
2020-03-22 00:08,Michael Bublé,Haven't Met You Yet,Sunday,
2020-03-22 00:08,Steven Curtis Chapman,Glorious Unfolding,Sunday,
2020-03-22 00:08,Rascal Flatts,Banjo,Sunday,
2020-03-22 00:08,Kid Ink,Ride Out,Sunday,
2020-03-22 00:08,AC/DC,Thunderstruck,Sunday,
2020-03-22 00:08,Bassjackers,These Heights (feat. Caroline Pennell),Sunday,
2020-03-22 00:08,Luke Bryan,Spring Breakdown,Sunday,
2020-03-22 00:08,Jayesslee,Breakeven (Studio Sessions),Sunday,
2020-03-22 00:08,Flight of the Conchords,Too Many Dicks (On The Dance Floor),Sunday,
2020-03-22 00:08,Hailee Steinfeld,Starving - Acoustic,Sunday,
2020-03-22 00:09,Kero Kero Bonito,Flamingo,Sunday,
2020-03-22 00:09,Paramore,That's What You Get,Sunday,
2020-03-22 00:13,Chris Tomlin,How Great Is Our God - World Edition,Sunday,
2020-03-22 00:13,Grits,Ooh Ahh (My Life Be Like) (feat. Toby Mac),Sunday,
2020-03-22 00:13,J.Fla,Rockabye,Sunday,
2020-03-22 00:13,Zac Brown Band,Toes,Sunday,
2020-03-22 00:13,Andy Grammer,"Honey, I'm Good.",Sunday,
2020-03-22 00:13,Jason Aldean,Don't You Wanna Stay (with Kelly Clarkson),Sunday,
2020-03-22 00:14,Pentatonix,"Any Way You Want It (World Championship Medley) - From ""Pitch Perfect 2"" Soundtrack",Sunday,
2020-03-22 00:14,Jonas Brothers,Pom Poms,Sunday,
2020-03-22 00:14,Mayday Parade,Jamie All Over,Sunday,
2020-03-22 00:14,Hunter Hayes,Wanted,Sunday,
2020-03-22 00:14,Keith Urban,Cop Car,Sunday,
2020-03-22 00:14,Zion.T,Click Me (2013),Sunday,
2020-03-22 00:14,Charlie Puth,How Long,Sunday,
2020-03-22 00:14,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),Sunday,
2020-03-22 00:14,Becky G,Shower,Sunday,
2020-03-22 00:14,Little Big Town,Little White Church,Sunday,
2020-03-22 00:14,"Peter, Paul and Mary",Blowin' in the Wind,Sunday,
2020-03-22 00:14,Ylvis,Mr. Toot,Sunday,
2020-03-22 00:17,One Direction,Diana,Sunday,
2020-03-22 00:18,B.o.B,Strange Clouds (feat. Lil Wayne),Sunday,
2020-03-22 00:18,Eminem,River (feat. Ed Sheeran),Sunday,
2020-03-22 00:18,Blake Shelton,Footloose,Sunday,
2020-03-22 00:18,MKTO,How Can I Forget,Sunday,
2020-03-22 00:18,Billy Currington,It Don't Hurt Like It Used To,Sunday,
2020-03-22 00:18,Gente De Zona,Yo Quiero (Si Tu Te Enamoras),Sunday,
2020-03-22 00:18,Hillsong Worship,Who You Say I Am - Recorded At Sound Stage Nashville,Sunday,
2020-03-22 00:18,Chris Tomlin,How Great Is Our God,Sunday,
2020-03-22 00:18,The Summer Set,Boomerang,Sunday,
2020-03-22 00:18,Desperation Band,Overcome,Sunday,
2020-03-22 00:18,Kurt Hugo Schneider,Not Over You,Sunday,
2020-03-22 00:18,Keys N Krates,Dum Dee Dum,Sunday,
2020-03-22 00:18,OneRepublic,Connection,Sunday,
2020-03-22 00:21,Shakira,Chantaje (feat. Maluma),Sunday,
2020-03-22 00:21,FLOW,Sign,Sunday,
2020-03-22 00:21,The Vamps,Somebody To You,Sunday,
2020-03-22 00:21,MAX,Lights Down Low,Sunday,
2020-03-22 00:22,Kelly Clarkson,My Life Would Suck Without You,Sunday,
2020-03-22 00:22,Zac Brown Band,Cold Hearted,Sunday,
2020-03-22 00:22,Joseph Vincent,Wake Me Up,Sunday,
2020-03-22 00:22,Vance Joy,Riptide,Sunday,
2020-03-22 00:26,Zac Brown Band,I Play the Road,Sunday,
2020-03-22 00:26,The Chicks,Cowboy Take Me Away,Sunday,
2020-03-22 00:30,Marc Anthony,Vivir Mi Vida,Sunday,
2020-03-22 00:30,Ruth,Rosa Dear,Sunday,
2020-03-22 00:30,Brad Paisley,Remind Me (with Carrie Underwood),Sunday,
2020-03-22 00:31,Qwote,Throw Your Hands Up (Dancar Kuduro) - Radio Edit,Sunday,
2020-03-22 00:31,Hillsong Worship,What A Beautiful Name,Sunday,
2020-03-22 00:34,Twenty One Pilots,Car Radio,Sunday,
2020-03-22 00:34,Hozier,Take Me to Church,Sunday,
2020-03-22 00:34,Loud Luxury,Body On My,Sunday,
2020-03-22 00:34,fun.,Carry On,Sunday,
2020-03-22 00:34,SHINee,Ring Ding Dong (SHINee WORLD 3 Version),Sunday,
2020-03-22 00:34,Air Supply,Every Woman in the World,Sunday,
2020-03-22 00:38,MercyMe,Flawless,Sunday,
2020-03-22 00:38,Billy Currington,We Are Tonight,Sunday,
2020-03-22 00:38,BROWN & GRAY,Top Down,Sunday,
2020-03-22 00:39,Pitbull,Time of Our Lives,Sunday,
2020-03-22 00:39,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),Sunday,
2020-03-22 00:42,Luke Bryan,Light It Up,Sunday,
2020-03-22 00:42,Maroon 5,Misery,Sunday,
2020-03-22 00:42,Alan Walker,Faded,Sunday,
2020-03-22 00:42,Joseph Vincent,Save My Love,Sunday,
2020-03-22 00:42,Kesha,Die Young,Sunday,
2020-03-22 00:42,Jonas Brothers,Burnin' Up,Sunday,
2020-03-22 00:42,Girls' Generation,Mr.Mr.,Sunday,
2020-03-22 00:42,Brewer & Shipley,One Toke Over the Line,Sunday,
2020-03-22 00:42,Kacey Musgraves,Blowin' Smoke,Sunday,
2020-03-22 00:43,Donny Osmond,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",Sunday,
2020-03-22 00:43,Sean Kingston,Take You There,Sunday,
2020-03-22 00:43,Lady Gaga,Applause,Sunday,
2020-03-22 00:43,Yiruma,Kiss The Rain,Sunday,
2020-03-22 00:43,Lauv,Drugs & The Internet,Sunday,
2020-03-22 00:43,Tiësto,WOW,Sunday,
2020-03-22 00:43,Cartel,The Perfect Mistake,Sunday,
2020-03-22 00:46,Fitz and The Tantrums,HandClap,Sunday,
2020-03-22 00:46,"Earth, Wind & Fire",September,Sunday,
2020-03-22 00:50,Zac Brown Band,Let It Go,Sunday,
2020-03-22 00:51,The Digital Age,Glow,Sunday,
2020-03-22 00:51,Imagine Dragons,Radioactive,Sunday,
2020-03-22 00:51,Lee Brice,Hard To Love,Sunday,
2020-03-22 00:54,Sam Hunt,House Party,Sunday,
2020-03-22 00:59,Danny Gokey,Lift Up Your Eyes,Sunday,
2020-03-22 00:59,Brothers Osborne,Stay A Little Longer,Sunday,
2020-03-22 01:00,Russell Dickerson,Yours,Sunday,
2020-03-22 01:00,Ailee,I`ll Be OK,Sunday,
2020-03-22 01:00,The Flaming Lips,"Yoshimi Battles the Pink Robots, Pt. 1",Sunday,
2020-03-22 01:00,Eminem,Not Afraid,Sunday,
2020-03-22 01:00,Eric Church,Springsteen,Sunday,
2020-03-22 01:00,Brad Paisley,Today,Sunday,
2020-03-22 01:00,Van Morrison,Brown Eyed Girl,Sunday,
2020-03-22 01:00,Fleetwood Mac,Go Your Own Way - 2004 Remaster,Sunday,
2020-03-22 01:00,Timmy Trumpet,Freaks - Radio Edit,Sunday,
2020-03-22 01:00,Elle King,Ex's & Oh's,Sunday,
2020-03-22 01:00,Pentatonix,Little Drummer Boy,Sunday,
2020-03-22 01:01,Luke Bryan,I Don't Want This Night To End,Sunday,
2020-03-22 01:01,Jonathan Thulin,Architecture,Sunday,
2020-03-22 01:01,Thousand Foot Krutch,Set Me on Fire,Sunday,
2020-03-22 01:01,Uzuhan,Uzusauce,Sunday,
2020-03-22 01:05,Luke Bryan,Play It Again,Sunday,
2020-03-22 01:05,Miranda Lambert,Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood),Sunday,
2020-03-22 01:05,The Wanted,We Own The Night,Sunday,
2020-03-22 01:05,Matthew West,The Heart Of Christmas,Sunday,
2020-03-22 01:05,Jonathan Thulin,Architecture,Sunday,
2020-03-22 01:05,Thousand Foot Krutch,Set Me on Fire,Sunday,
2020-03-22 01:05,BLACKPINK,WHISTLE - Acoustic Ver.,Sunday,
2020-03-22 01:05,One Direction,What Makes You Beautiful,Sunday,
2020-03-22 01:05,Florida Georgia Line,Get Your Shine On,Sunday,
2020-03-22 01:05,Miley Cyrus,See You Again,Sunday,
2020-03-22 01:05,Eric Prydz,Call on Me - Radio Mix,Sunday,
2020-03-22 01:05,Tungevaag,Samsara (feat. Emila),Sunday,
2020-03-22 01:10,Ed Sheeran,Castle on the Hill,Sunday,
2020-03-22 01:10,Hailee Steinfeld,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Sunday,
2020-03-22 01:13,B.o.B,Magic (feat. Rivers Cuomo),Sunday,
2020-03-22 01:13,Stellar Kart,Me and Jesus,Sunday,
2020-03-22 01:15,Elvis Presley,Hound Dog,Sunday,
2020-03-22 01:57,Keith Urban,I'm In,Sunday,
2020-03-22 01:57,Elvis Presley,Hound Dog,Sunday,
2020-03-22 03:44,We The Kings,Kids In The Moonlight,Sunday,
2020-03-22 03:45,We The Kings,Kids In The Moonlight,Sunday,
2020-03-22 03:48,Old Dominion,One Man Band,Sunday,
2020-03-22 03:48,Bowling For Soup,Almost,Sunday,
2020-03-22 03:48,Selena,Bidi Bidi Bom Bom,Sunday,
2020-03-22 03:48,Limahl,Never Ending Story,Sunday,
2020-03-22 03:51,Neil Diamond,Cracklin' Rosie,Sunday,
2020-03-22 03:54,Dan + Shay,"10,000 Hours (with Justin Bieber)",Sunday,
2020-03-22 03:57,Luke Combs,Even Though I'm Leaving,Sunday,
2020-03-22 04:08,Dean Brody,It's Friday,Sunday,
2020-03-22 04:09,J Balvin,Mi Gente,Sunday,
2020-03-22 04:12,Lady A,What I’m Leaving For,Sunday,
2020-03-22 04:13,John Denver,Calypso,Sunday,
2020-03-22 04:16,Troy,Bet On It,Sunday,
2020-03-22 04:17,Robbie Williams,"Collision of Worlds - From ""Cars 2""/Soundtrack Version",Sunday,
2020-03-22 04:21,Lady A,This City,Sunday,
2020-03-22 04:21,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",Sunday,
2020-03-22 04:24,Old Dominion,One Man Band,Sunday,
2020-03-22 04:28,Mike Posner,Cooler Than Me,Sunday,
2020-03-22 04:28,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",Sunday,
2020-03-22 04:33,Counting Crows,Big Yellow Taxi,Sunday,
2020-03-22 04:37,The Goo Goo Dolls,Come to Me,Sunday,
2020-03-22 06:24,The Afters,Light Up the Sky,Sunday,
2020-03-22 23:01,Luke Bryan,One Margarita,Sunday,
2020-03-23 01:15,The Afters,Light Up the Sky,Monday,
2020-03-23 01:17,ABBA,Waterloo,Monday,
2020-03-23 01:20,Ed Sheeran,Nancy Mulligan,Monday,
2020-03-23 01:24,Jonas Brothers,Like It's Christmas,Monday,
2020-03-23 01:25,Luke Combs,One Number Away,Monday,
2020-03-23 01:26,The Beach Boys,Barbara Ann,Monday,
2020-03-23 01:30,Zac Brown Band,Lance's Song,Monday,
2020-03-23 01:30,Counting Crows,Big Yellow Taxi,Monday,
2020-03-23 01:42,Zac Brown Band,The Wind,Monday,
2020-03-23 01:45,Neil Diamond,Cracklin' Rosie,Monday,
2020-03-23 01:49,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",Monday,
2020-03-23 01:50,Big & Rich,Fake ID (feat. Gretchen Wilson),Monday,
2020-03-23 01:53,Lady A,What I’m Leaving For,Monday,
2020-03-23 01:54,Selena,Bidi Bidi Bom Bom,Monday,
2020-03-23 01:57,Mark Keali'i Ho'omalu,"He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version",Monday,
2020-03-23 01:57,Brad Paisley,Start a Band,Monday,
2020-03-23 01:58,Sam Hunt,Sinning With You,Monday,
2020-03-23 02:01,Luke Combs,Beautiful Crazy,Monday,
2020-03-23 02:04,Phil Collins,Strangers Like Me,Monday,
2020-03-23 02:05,Ryan Higa,Millennial Love (feat. Kina Grannis),Monday,
2020-03-23 02:12,Billy Currington,People Are Crazy,Monday,
2020-03-23 02:15,Luke Bryan,One Margarita,Monday,
2020-03-23 02:15,Micah Tyler,Different,Monday,
2020-03-23 02:19,Gloria Gaynor,I Will Survive - 1981 Re-recording,Monday,
2020-03-23 02:22,Phil Collins,"Son of Man - From ""Tarzan""/Soundtrack Version",Monday,
2020-03-23 02:22,X Ambassadors,BOOM,Monday,
2020-03-23 02:27,Keith Urban,I'm In,Monday,
2020-03-23 02:27,Hunter Hayes,Wanted,Monday,
2020-03-23 02:27,Rowan Blanchard,"Take On the World - Theme Song From ""Girl Meets World""",Monday,
2020-03-23 02:27,Eddie Cochran,Summertime Blues,Monday,
2020-03-23 02:27,Common Kings,Before You Go,Monday,
2020-03-23 02:27,Edwin McCain,I'll Be - 45 Version,Monday,
2020-03-23 02:27,The Temper Trap,Sweet Disposition,Monday,
2020-03-23 02:27,Chris Jeday,Ahora Dice,Monday,
2020-03-23 02:27,Lobo,Me and You and a Dog Named Boo,Monday,
2020-03-23 02:31,Maroon 5,Cold (feat. Future),Monday,
2020-03-23 02:31,Eddie Cochran,Summertime Blues,Monday,
2020-03-23 02:31,Bobby Rydell,Wildwood Days,Monday,
2020-03-23 02:31,True Scientizts,Hope It Gives You Hell - Feat. E.l.i.,Monday,
2020-03-23 02:31,High Valley,Make You Mine,Monday,
2020-03-23 02:31,Hanson,MMMBop,Monday,
2020-03-23 02:31,Lobo,Me and You and a Dog Named Boo,Monday,
2020-03-23 02:32,Jason Owen,Life Is a Highway,Monday,
2020-03-23 02:32,Simple Plan,Vacation,Monday,
2020-03-23 02:32,Chasin Mason,Jack and Diane,Monday,
2020-03-23 02:33,Christina Perri,be my forever (feat. Ed Sheeran),Monday,
2020-03-23 02:33,Charlie Berens,Green & Gold,Monday,
2020-03-23 02:34,Trisha Yearwood,She's In Love With The Boy - Single Version,Monday,
2020-03-23 02:35,Hunter Hayes,One Shot,Monday,
2020-03-23 02:36,Hunter Hayes,This Girl,Monday,
2020-03-23 02:36,Hunter Hayes,Dear God,Monday,
2020-03-23 02:37,Hunter Hayes,One Good Reason,Monday,
2020-03-23 02:37,Julie and Dan,Through The Eyes Of My Father,Monday,
2020-03-23 02:38,The Irish Choir,South Side Irish,Monday,
2020-03-23 02:39,Rachel Platten,Stand By You,Monday,
2020-03-23 02:39,Rookie,I Freaking Love You,Monday,
2020-03-23 02:40,Buddy Jewell,Sweet Southern Comfort,Monday,
2020-03-23 02:40,Melanie Doane,Joy to the World (Jeremiah Was a Bullfrog),Monday,
2020-03-23 02:40,The Trews,Highway of Heroes,Monday,
2020-03-23 02:41,Chuck Wicks,Stealing Cinderella,Monday,
2020-03-23 02:41,Aaron Foret,"Hey Baby, Will You Be My Girl",Monday,
2020-03-23 02:41,Aly & AJ,Walking On Sunshine - Original Version,Monday,
2020-03-23 02:42,Sawyer Brown,800 Pound Jesus,Monday,
2020-03-23 02:42,The National Parks,Places,Monday,
2020-03-23 02:43,Avril Lavigne,Here's to Never Growing Up,Monday,
2020-03-23 02:44,Clark Richard,Red Robin,Monday,
2020-03-23 02:45,Ricochet,Daddy's Money,Monday,
2020-03-23 02:45,Blue Meadow,God Bless the Broken Road,Monday,
2020-03-23 02:45,Billy Gilman,Soldier,Monday,
2020-03-23 02:46,Jimmi Langemo & Tim Eggebraaten,Drift Away (Give Me the Beat Boys),Monday,
2020-03-23 02:46,Jelly Roll,Creature,Monday,
2020-03-23 02:46,Gatsby,Brooklyn,Monday,
2020-03-23 02:46,Amy Grant,Doubly Good To You - Remastered,Monday,
2020-03-23 02:46,Caleb and Kelsey,I Lived,Monday,
2020-03-23 02:49,The Goo Goo Dolls,Lost - Acoustic,Monday,
2020-03-23 02:49,Kelsea Ballerini,the other girl (with Halsey),Monday,
2020-03-23 02:49,Sidewalk Prophets,Real To Me,Monday,
2020-03-23 02:50,Rema,Dumebi - Major Lazer Remix,Monday,
2020-03-23 02:52,Armin van Buuren,Wild Wild Son - Deorro & Reece Low Remix,Monday,
2020-03-23 02:52,Anthem Lights,I Want It That Way / Bye Bye Bye,Monday,
2020-03-23 02:52,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,Monday,
2020-03-23 02:52,Luke Bryan,One Margarita,Monday,
2020-03-23 02:52,Joseph Vincent,Intentions,Monday,
2020-03-23 02:53,MKTO,Party With My Friends,Monday,
2020-03-23 02:55,Sam Hunt,Hard To Forget - Radio Edit,Monday,
2020-03-23 02:56,Bigavelineps,UP AN AWAY,Monday,
2020-03-23 02:56,High Valley,Grew Up On That,Monday,
2020-03-23 02:56,Thinkbenjamin.,sunflower.,Monday,
2020-03-23 02:57,B.o.B,Chattering,Monday,
2020-03-23 02:57,OneRepublic,Didn't I,Monday,
2020-03-23 02:58,Chris Young,Drowning - Piano Version,Monday,
2020-03-23 03:01,Chris Young,Town Ain't Big Enough,Monday,
2020-03-23 03:01,Chris Young,Trouble Looking,Monday,
2020-03-23 03:04,Rascal Flatts,I Won't Let Go,Monday,
2020-03-23 03:09,Rascal Flatts,Yours If You Want It,Monday,
2020-03-23 03:09,Rascal Flatts,Fast Cars And Freedom,Monday,
2020-03-23 03:10,Rascal Flatts,Rewind,Monday,
2020-03-23 03:13,Chris Young,Drowning,Monday,
2020-03-23 03:13,Chris Young,Silent Night (feat. Boyz II Men),Monday,
2020-03-23 03:15,Chris Young,Raised on Country,Monday,
2020-03-23 03:23,Chris Young,Hangin' On,Monday,
2020-03-23 03:26,Chris Young,Gettin' You Home,Monday,
2020-03-23 03:26,Chris Young,Lonely Eyes,Monday,
2020-03-23 03:26,Chris Young,Tomorrow,Monday,
2020-03-23 03:26,Chris Young,Think of You,Monday,
2020-03-23 03:26,Chris Young,Losing Sleep,Monday,
2020-03-23 03:26,Chris Young,Aw Naw,Monday,
2020-03-23 03:28,Chris Young,Drowning - Piano Version,Monday,
2020-03-23 03:29,The Killers,Caution - Radio Edit,Monday,
2020-03-23 03:30,Alyssa Micaela,Mad Love,Monday,
2020-03-23 03:30,JES,Everything - STANDERWICK Remix,Monday,
2020-03-23 03:30,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Monday,
2020-03-23 03:31,David Guetta,Detroit 3 AM - Radio Edit,Monday,
2020-03-23 03:31,Watsky,Savage,Monday,
2020-03-23 03:31,Love & The Outcome,Falling Into Place,Monday,
2020-03-23 03:31,Static & Ben El,"Further Up (Na, Na, Na, Na, Na) - IAmChino Remix",Monday,
2020-03-23 03:31,Jayesslee,Closer / Something Just Like This,Monday,
2020-03-23 03:33,The Worship Initiative,Blessed Assurance,Monday,
2020-03-23 03:34,Jelly Roll,Creature,Monday,
2020-03-23 03:34,AB,Bad Decisions,Monday,
2020-03-23 03:35,Dagames,Claustro Ego,Monday,
2020-03-23 05:40,Selena,Amor Prohibido,Monday,
2020-03-23 17:05,Ryan Higa,Millennial Love (feat. Kina Grannis),Monday,
2020-03-23 17:09,Rascal Flatts,Fast Cars And Freedom,Monday,
