endTime,artistName,trackName,Day of the Week,Genres,msPlayed
4/23/2020 21:31,Hot Country Knights,Pick Her Up - Radio Edit,Thursday,['contemporary country'],168477
4/24/2020 4:21,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",Friday,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",133960
4/24/2020 7:55,Hillsong Worship,I Surrender - Live,Friday,"['ccm', 'christian music', 'russian ccm', 'world worship', 'worship']",233145
4/24/2020 20:28,Brewer & Shipley,One Toke Over the Line,Friday,"['country rock', 'folk rock', 'mellow gold', 'soft rock']",199173
4/24/2020 20:54,The Chicks,Gaslighter,Friday,"['contemporary country', 'country', 'country dawn']",203466
4/24/2020 21:03,Kenny Chesney,American Kids,Friday,"['contemporary country', 'country', 'country road']",49760
4/24/2020 21:21,Rascal Flatts,My Wish,Friday,"['contemporary country', 'country', 'country road', 'pop rock']",248280
4/24/2020 21:32,Jonas Brothers,What A Man Gotta Do,Friday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",180644
4/24/2020 21:39,Mike Posner,Cooler Than Me,Friday,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",195020
4/24/2020 21:43,John Denver,Calypso,Friday,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",213870
4/25/2020 0:19,Joseph Vincent,Set You Free,Saturday,"['pop', 'viral pop']",205529
4/25/2020 0:32,Dan + Shay,"10,000 Hours (with Justin Bieber)",Saturday,"['contemporary country', 'pop']",167693
4/25/2020 0:36,Kurt Hugo Schneider,Not Over You,Saturday,"['channel pop', 'indie cafe pop', 'pop', 'post-teen pop', 'viral pop']",224347
4/25/2020 0:47,Zac Brown Band,My Old Man,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",211374
4/25/2020 0:50,MAN WITH A MISSION,Seven Deadly Sins,Saturday,"['anime', 'anime rock', 'j-pop', 'j-poprock', 'j-rock', 'otacore']",207000
4/25/2020 0:52,Billy Joel,Piano Man,Saturday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",75445
4/25/2020 0:55,Selena,Bidi Bidi Bom Bom,Saturday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",185058
4/25/2020 0:58,Spencer Crandall,Do It All Again,Saturday,"['contemporary country', 'country pop']",200354
4/25/2020 0:59,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,Saturday,"['contemporary country', 'country', 'country road', 'oklahoma country']",42678
4/25/2020 1:02,Blake Shelton,Nobody But You (Duet with Gwen Stefani) - Acoustic,Saturday,"['contemporary country', 'country', 'country road', 'oklahoma country']",151550
4/25/2020 1:05,Rascal Flatts,I Won't Let Go,Saturday,"['contemporary country', 'country', 'country road', 'pop rock']",211348
4/25/2020 1:50,Thomas Rhett,Be A Light,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",73233
4/25/2020 1:52,Thomas Rhett,Be A Light,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",96639
4/25/2020 1:59,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",Saturday,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'motown', 'northern soul', 'rock-and-roll']",194953
4/25/2020 2:19,Counting Crows,Big Yellow Taxi,Saturday,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'rock']",42353
4/25/2020 2:27,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",Saturday,"['dance pop', 'hollywood', 'movie tunes', 'post-teen pop', 'show tunes']",216673
4/25/2020 2:35,Junior Doctor,Uh Oh,Saturday,['pop emo'],213218
4/25/2020 2:40,Mark Keali'i Ho'omalu,"He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version",Saturday,['movie tunes'],109099
4/25/2020 3:21,Sam Hunt,Hard To Forget,Saturday,"['contemporary country', 'country pop']",204760
4/25/2020 4:34,ABBA,Waterloo,Saturday,"['europop', 'swedish pop']",168826
4/25/2020 20:15,Emotional Oranges,Sundays,Saturday,['alternative r&b'],189093
4/25/2020 20:32,Zac Brown Band,2 Places at 1 Time,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",92160
4/25/2020 21:32,Dean Brody,It's Friday,Saturday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",190960
4/25/2020 21:36,Thomas Rhett,Die A Happy Man,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",227426
4/25/2020 21:40,Bowling For Soup,Girl All the Bad Guys Want,Saturday,"['comic', 'pop punk', 'texas pop punk']",197800
4/25/2020 22:01,Zac Brown Band,Whatever It Is,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",208213
4/25/2020 22:09,Thomas Rhett,Remember You Young,Saturday,"['contemporary country', 'country', 'country road', 'modern country rock']",180466
4/25/2020 22:12,Keith Urban,Raise 'Em Up,Saturday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",184946
4/25/2020 22:30,Alan Jackson,Remember When,Saturday,"['contemporary country', 'country', 'country road', 'country rock']",271280
4/25/2020 22:34,Sam Hunt,Make You Miss Me,Saturday,"['contemporary country', 'country pop']",225693
4/25/2020 22:40,Bowling For Soup,Almost,Saturday,"['comic', 'pop punk', 'texas pop punk']",103380
4/25/2020 22:41,Bowling For Soup,Almost,Saturday,"['comic', 'pop punk', 'texas pop punk']",82843
4/25/2020 22:45,Sam Hunt,Hard To Forget,Saturday,"['contemporary country', 'country pop']",204760
4/25/2020 22:50,Luke Bryan,Rain Is A Good Thing,Saturday,"['contemporary country', 'country', 'country road']",130520
4/25/2020 23:11,Emotional Oranges,West Coast Love,Saturday,['alternative r&b'],191780
4/26/2020 22:21,Billy Joel,The Longest Time,Sunday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",205859
4/26/2020 22:36,The Tech Thieves,Fake,Sunday,"['bass trap', 'modern alternative rock', 'traprun']",141176
4/26/2020 22:39,Journey,Separate Ways (Worlds Apart),Sunday,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",214856
4/27/2020 20:14,Jelani Aryeh,Stella Brown,Monday,"['alternative r&b', 'bedroom soul']",187415
4/27/2020 20:18,Billy Joel,The Longest Time,Monday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",216230
4/27/2020 20:26,Buddy Jewell,Sweet Southern Comfort,Monday,"['country', 'country road']",212906
4/27/2020 20:40,Luke Combs,Even Though I'm Leaving,Monday,['contemporary country'],225253
4/27/2020 20:44,The Goo Goo Dolls,Come to Me,Monday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",225333
4/27/2020 20:47,Chase Rice,Eyes On You,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",182493
4/27/2020 20:50,Jonas Brothers,Sucker,Monday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",181026
4/27/2020 20:54,The Worship Initiative,Chain Breaker,Monday,"['anthem worship', 'ccm', 'indiecoustica', 'roots worship', 'world worship']",192080
4/27/2020 21:36,Gorillaz,Clint Eastwood,Monday,['alternative hip hop'],300910
4/27/2020 21:47,Christina Perri,A Thousand Years,Monday,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",285120
4/28/2020 7:18,Phil Collins,You Can't Hurry Love - 2016 Remaster,Tuesday,"['mellow gold', 'rock drums', 'soft rock']",75280
4/28/2020 19:10,Billy Joel,The Longest Time,Tuesday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",200274
4/28/2020 19:20,Luke Bryan,One Margarita,Tuesday,"['contemporary country', 'country', 'country road']",110970
4/29/2020 0:50,Michael Bublé,Feeling Good,Wednesday,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",42410
4/29/2020 20:47,Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Wednesday,['hollywood'],187853
4/29/2020 20:53,The Tokens,Tonight I Met an Angel,Wednesday,"['brill building pop', 'doo-wop', 'sunshine pop']",118306
4/29/2020 20:57,Emotional Oranges,West Coast Love,Wednesday,['alternative r&b'],215386
4/29/2020 21:01,Elvis Presley,(You're The) Devil In Disguise,Wednesday,"['rock-and-roll', 'rockabilly']",140680
4/29/2020 21:27,Brad Paisley,Mud on the Tires,Wednesday,"['contemporary country', 'country', 'country road']",208266
4/30/2020 7:25,AMP,Never Change,Thursday,['christian'],49300
4/30/2020 19:09,Kings of Leon,Sex on Fire,Thursday,"['modern rock', 'rock']",58268
4/30/2020 19:11,Kings of Leon,Sex on Fire,Thursday,"['modern rock', 'rock']",144935
4/30/2020 19:15,Billy Joel,The Longest Time,Thursday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",217906
4/30/2020 19:19,Runrig,Tear Down These Walls,Thursday,"['celtic', 'celtic rock', 'scottish rock']",248413
4/30/2020 19:22,Sam Hunt,Hard To Forget,Thursday,"['contemporary country', 'country pop']",204760
4/30/2020 19:27,Zac Brown Band,From Now On,Thursday,"['contemporary country', 'country', 'country road', 'modern country rock']",260960
4/30/2020 19:31,Brad Paisley,Moonshine in the Trunk,Thursday,"['contemporary country', 'country', 'country road']",238613
4/30/2020 19:35,Keith Urban,I'm In,Thursday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",273520
4/30/2020 19:39,Terry Jacks,Seasons in the Sun,Thursday,['classic uk pop'],205586
4/30/2020 19:43,Gloria Gaynor,I Will Survive - 1981 Re-recording,Thursday,"['disco', 'europop']",261173
4/30/2020 19:47,U2,The Miracle (Of Joey Ramone),Thursday,"['irish rock', 'permanent wave', 'rock']",255382
4/30/2020 19:50,The Weeknd,Blinding Lights,Thursday,"['canadian contemporary r&b', 'canadian pop', 'pop']",200040
4/30/2020 19:53,Hot Country Knights,Pick Her Up - Radio Edit,Thursday,['contemporary country'],168477
4/30/2020 19:57,Zac Brown Band,Mango Tree,Thursday,"['contemporary country', 'country', 'country road', 'modern country rock']",221120
4/30/2020 20:01,Ailee,여인의 향기,Thursday,"['k-pop', 'korean pop']",212560
4/30/2020 20:02,Selena,Bidi Bidi Bom Bom,Thursday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",55456
4/30/2020 22:26,Emotional Oranges,West Coast Love,Thursday,['alternative r&b'],196917
4/30/2020 22:29,Twenty One Pilots,House of Gold,Thursday,"['modern rock', 'rock']",163880
4/30/2020 22:32,Old Dominion,Make It Sweet,Thursday,"['contemporary country', 'country road']",187000
4/30/2020 23:38,Shakira,Can't Remember to Forget You (feat. Rihanna),Thursday,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",206866
4/30/2020 23:41,Luke Bryan,One Margarita,Thursday,"['contemporary country', 'country', 'country road']",167555
5/1/2020 0:14,Billy Joel,The Longest Time,Friday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",176100
5/1/2020 0:17,Billy Joel,The Longest Time,Friday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",33296
5/1/2020 0:20,Jelani Aryeh,Stella Brown,Friday,"['alternative r&b', 'bedroom soul']",187415
5/1/2020 0:21,Dean Brody,It's Friday,Friday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",72503
5/1/2020 17:49,Phil Collins,"Son of Man - From ""Tarzan""/Soundtrack Version",Friday,"['mellow gold', 'rock drums', 'soft rock']",166040
5/1/2020 18:05,Taylor Swift,Paper Rings,Friday,"['dance pop', 'pop']",222400
5/1/2020 18:09,Macklemore,Good Old Days (feat. Kesha),Friday,"['pop rap', 'seattle hip hop']",240506
5/1/2020 18:18,Rush,Limelight,Friday,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",259840
5/1/2020 18:27,Jelani Aryeh,Stella Brown,Friday,"['alternative r&b', 'bedroom soul']",187415
5/1/2020 18:30,The Jackson 5,I Want You Back,Friday,"['adult standards', 'motown']",176333
5/1/2020 20:04,Nickelback,When We Stand Together,Friday,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",74341
5/1/2020 20:07,Emotional Oranges,Sundays,Friday,['alternative r&b'],186680
5/1/2020 20:11,Emotional Oranges,West Coast Love,Friday,['alternative r&b'],215386
5/1/2020 20:24,Chris Young,Drowning - Piano Version,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",182357
5/1/2020 20:27,Chris Young,Town Ain't Big Enough,Friday,"['contemporary country', 'country', 'country road', 'modern country rock']",171800
5/1/2020 20:34,Luke Bryan,One Margarita,Friday,"['contemporary country', 'country', 'country road']",193426
5/1/2020 20:49,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",Friday,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",196187
5/1/2020 20:52,5 Seconds of Summer,Youngblood,Friday,"['boy band', 'dance pop', 'pop', 'post-teen pop']",203417
5/1/2020 21:01,Eminem,The Real Slim Shady,Friday,"['detroit hip hop', 'hip hop', 'rap']",192230
5/1/2020 23:02,Dean Brody,It's Friday,Friday,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",127291
5/1/2020 23:05,Billy Joel,The Longest Time,Friday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",121007
5/1/2020 23:08,Ed Sheeran,Nancy Mulligan,Friday,"['pop', 'uk pop']",72028
5/1/2020 23:22,Brad Paisley,Mud on the Tires,Friday,"['contemporary country', 'country', 'country road']",72913
5/2/2020 1:37,One Direction,No Control,Saturday,"['boy band', 'pop', 'post-teen pop', 'talent show']",197360
5/2/2020 1:48,Emotional Oranges,Sundays,Saturday,['alternative r&b'],181736
5/2/2020 1:51,Billy Joel,The Longest Time,Saturday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",202431
5/2/2020 22:27,Kings of Leon,Sex on Fire,Saturday,"['modern rock', 'rock']",203346
5/2/2020 22:37,Miani,Tu vivi nell'aria - Goodzilla Bounce Remix Edit,Saturday,['dance pop'],74257
5/3/2020 5:33,Alan Jackson,Remember When,Sunday,"['contemporary country', 'country', 'country road', 'country rock']",271280
5/3/2020 5:37,James Taylor,Carolina in My Mind,Sunday,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",238573
5/3/2020 5:54,Brett Dennen,Comeback Kid (That's My Dog),Sunday,"['acoustic pop', 'indie folk', 'neo mellow', 'pop rock', 'stomp and holler']",205373
5/3/2020 5:58,The Killers,When You Were Young,Sunday,"['modern rock', 'permanent wave', 'rock']",220426
5/3/2020 6:00,The Beach Boys,I Get Around (Mono),Sunday,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",134386
5/3/2020 6:09,Declan McKenna,Brazil,Sunday,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",252306
5/3/2020 6:21,Emotional Oranges,Corners Of My Mind,Sunday,['alternative r&b'],212866
5/3/2020 6:26,Mumford & Sons,Forever,Sunday,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",276780
5/3/2020 6:38,The Beach Boys,Barbara Ann (Stereo) - Remastered,Sunday,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",203000
5/3/2020 6:44,Yiruma,Kiss The Rain,Sunday,"['neo-classical', 'new age piano']",213440
5/3/2020 19:22,Luke Bryan,One Margarita,Sunday,"['contemporary country', 'country', 'country road']",160298
5/3/2020 19:31,The Goo Goo Dolls,Come to Me,Sunday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",225333
5/3/2020 19:38,Luke Bryan,Fast,Sunday,"['contemporary country', 'country', 'country road']",69230
5/3/2020 19:46,Rascal Flatts,Fast Cars And Freedom,Sunday,"['contemporary country', 'country', 'country road', 'pop rock']",248285
5/3/2020 19:52,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",Sunday,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",188960
5/3/2020 19:56,Billy Joel,The Longest Time,Sunday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",77381
5/3/2020 19:57,Declan McKenna,Brazil,Sunday,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",62985
5/3/2020 20:01,Emotional Oranges,West Coast Love,Sunday,['alternative r&b'],212199
5/3/2020 20:05,Enrique Iglesias,Bailando - Spanish Version,Sunday,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",62971
5/3/2020 21:05,Jay Park,좋아 Joah (Remastered),Sunday,"['k-pop', 'k-rap', 'korean r&b']",230085
5/3/2020 21:08,Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),Sunday,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']",219425
5/3/2020 21:09,Ed Sheeran,Thinking out Loud,Sunday,"['pop', 'uk pop']",42560
5/4/2020 0:30,Jeremy Camp,Jesus Saves,Monday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",225797
5/4/2020 0:38,Riley Green,I Wish Grandpas Never Died,Monday,"['contemporary country', 'country road']",250413
5/4/2020 0:42,One Direction,Story of My Life,Monday,"['boy band', 'pop', 'post-teen pop', 'talent show']",245493
5/4/2020 0:45,American Authors,Go Big Or Go Home,Monday,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock']",169026
5/4/2020 0:59,Nico & Vinz,Am I Wrong,Monday,"['dance pop', 'pop rap']",111306
5/4/2020 3:29,Yiruma,Kiss The Rain,Monday,"['neo-classical', 'new age piano']",260653
5/4/2020 3:39,John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",Monday,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",245533
5/4/2020 3:49,Old Dominion,Some People Do,Monday,"['contemporary country', 'country road']",196266
5/4/2020 3:53,Blue Öyster Cult,Burnin' for You,Monday,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock', 'soft rock']",271000
5/4/2020 3:57,Guy Sebastian,Like It Like That,Monday,"['australian pop', 'australian talent show']",241973
5/4/2020 4:01,Lady Gaga,Applause,Monday,"['dance pop', 'pop', 'pop dance']",212333
5/4/2020 4:04,Brett Eldredge,Beat of the Music,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",179293
5/4/2020 4:06,Anthony Gonzalez,Proud Corazón,Monday,['movie tunes'],123703
5/4/2020 4:11,Keith Urban,Somebody Like You,Monday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",323040
5/4/2020 4:16,Los Lobos,"Come On, Let's Go",Monday,['roots rock'],120466
5/4/2020 4:21,Keith Urban,Cop Car,Monday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",256746
5/4/2020 4:23,Andy Grammer,Fine By Me,Monday,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",172893
5/4/2020 4:27,Old Dominion,Song for Another Time,Monday,"['contemporary country', 'country road']",191826
5/4/2020 4:30,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,Monday,"['dance pop', 'pop dance']",181826
5/4/2020 4:33,AMP,Far Greater,Monday,['christian'],225020
5/4/2020 4:38,Big Daddy Weave,My Story,Monday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",278320
5/4/2020 4:42,U2,Beautiful Day,Monday,"['irish rock', 'permanent wave', 'rock']",244866
5/4/2020 4:46,Duran Duran,Hungry Like the Wolf - 2009 Remaster,Monday,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",220626
5/4/2020 4:49,Sidewalk Prophets,Smile,Monday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'christian pop', 'worship']",176133
5/4/2020 4:52,KONGOS,Come with Me Now,Monday,"['modern alternative rock', 'modern blues rock', 'modern rock', 'south african pop', 'south african rock']",211960
5/4/2020 4:56,We The Kings,Kids In The Moonlight,Monday,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']",201813
5/4/2020 4:59,Lorrie Morgan,He Drinks Tequila,Monday,"['country', 'country dawn', 'country rock']",189040
5/4/2020 5:01,Post Malone,Psycho (feat. Ty Dolla $ign),Monday,"['dfw rap', 'melodic rap', 'rap']",74616
5/4/2020 19:16,Hot Country Knights,Pick Her Up - Radio Edit,Monday,['contemporary country'],157232
5/4/2020 19:20,Emotional Oranges,West Coast Love,Monday,['alternative r&b'],215386
5/4/2020 19:23,Thomas Rhett,Almost,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",191591
5/4/2020 19:26,Loud Luxury,Body On My,Monday,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",192506
5/4/2020 19:27,Shakira,Addicted to You,Monday,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",52399
5/4/2020 19:33,Brett Dennen,Comeback Kid (That's My Dog),Monday,"['acoustic pop', 'indie folk', 'neo mellow', 'pop rock', 'stomp and holler']",178863
5/4/2020 19:39,Stealers Wheel,Stuck In The Middle With You,Monday,"['classic rock', 'classic uk pop', 'folk rock', 'soft rock']",203893
5/4/2020 19:44,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",Monday,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'motown', 'northern soul', 'rock-and-roll']",87260
5/4/2020 19:53,James Taylor,Carolina in My Mind,Monday,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",226328
5/4/2020 19:58,First Class,Beach Baby,Monday,['rock'],288189
5/4/2020 20:01,Phil Collins,You Can't Hurry Love - 2016 Remaster,Monday,"['mellow gold', 'rock drums', 'soft rock']",170827
5/4/2020 20:05,Tim McGraw,Thought About You,Monday,"['contemporary country', 'country', 'country road']",221817
5/4/2020 20:08,The Jackson 5,I Want You Back,Monday,"['adult standards', 'motown']",176333
5/4/2020 20:11,Selena,Como La Flor - Remastered,Monday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",186373
5/4/2020 20:13,Jennifer Lopez,Let's Get Loud,Monday,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'urban contemporary']",159217
5/4/2020 20:17,Robin Schulz,Sugar (feat. Francesco Yates),Monday,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",219043
5/4/2020 20:21,Dobie Gray,Drift Away,Monday,"['motown', 'northern soul']",233706
5/4/2020 20:27,Dire Straits,Romeo and Juliet,Monday,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",361395
5/4/2020 20:29,David Ball,Riding With Private Malone,Monday,"['country', 'country road', 'country rock']",107545
5/4/2020 21:10,Billy Joel,The Longest Time,Monday,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",217906
5/4/2020 21:11,Afrojack,Ten Feet Tall,Monday,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",45713
5/4/2020 21:13,Los Lobos,La Bamba,Monday,['roots rock'],172733
5/4/2020 21:16,Lobo,A Simple Man,Monday,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",176440
5/4/2020 21:18,Andrew Peterson,Dancing In The Minefields,Monday,"['acoustic pop', 'anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'worship']",93866
5/4/2020 21:21,Florida Georgia Line,H.O.L.Y.,Monday,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",194186
5/4/2020 21:33,Train,Valentine,Monday,"['dance pop', 'neo mellow', 'pop', 'pop rock']",205746
5/4/2020 21:36,Niall Horan,Slow Hands,Monday,"['dance pop', 'pop', 'post-teen pop']",188174
5/4/2020 21:39,Lewis Capaldi,Someone You Loved,Monday,"['pop', 'uk pop']",182160
5/4/2020 21:44,Zac Brown Band,Toes,Monday,"['contemporary country', 'country', 'country road', 'modern country rock']",262773
5/5/2020 1:37,Pentatonix,Somebody That I Used to Know,Tuesday,['a cappella'],47265
5/5/2020 3:42,The Kinks,Victoria - Stereo Mix,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",88261
5/5/2020 4:14,The Kinks,Victoria - Stereo Mix,Tuesday,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",217710
5/5/2020 4:36,King Calaway,World For Two,Tuesday,['country pop'],34010
5/5/2020 4:37,Walker Hayes,90's Country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",41900
5/5/2020 4:37,Jaron And The Long Road To Love,Pray For You,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",31690
5/5/2020 4:39,LOCASH,One Big Country Song,Tuesday,"['contemporary country', 'country pop', 'country rap', 'country road', 'modern country rock']",139330
5/5/2020 4:42,Bowling For Soup,I Melt With You,Tuesday,"['comic', 'pop punk', 'texas pop punk']",61010
5/5/2020 4:43,Billy Currington,Details,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",40510
5/5/2020 4:46,Mark Wills,19 Somethin' - Greatest Hits Version,Tuesday,"['contemporary country', 'country', 'country road']",114600
5/5/2020 4:47,The Afters,Moments Like This,Tuesday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'world worship', 'worship']",66050
5/5/2020 4:49,Levon,Ms. Marianne,Tuesday,"['alternative country', 'blues rock', 'country rock', 'folk', 'folk rock', 'jam band', 'new americana', 'rock drums', 'roots rock', 'traditional folk']",68460
5/5/2020 4:53,Mitchell Tenpenny,Alcohol You Later,Tuesday,"['contemporary country', 'heartland rock']",37410
5/5/2020 4:54,The Railers,11:59 (Central Standard Time),Tuesday,['country'],66950
5/5/2020 4:56,Backstreet Boys,No Place,Tuesday,"['boy band', 'dance pop', 'europop']",36500
5/5/2020 4:59,Kenny Chesney,Happy Does,Tuesday,"['contemporary country', 'country', 'country road']",63800
5/5/2020 5:02,Uncle Kracker,No Time To Be Sober,Tuesday,"['country', 'country road', 'pop rock']",80800
5/5/2020 5:04,High Valley,Northern Star,Tuesday,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",149660
5/5/2020 5:08,Sammy Adams,On My Own,Tuesday,"['indie pop rap', 'pop rap']",43180
5/5/2020 5:08,Luke Combs,Six Feet Apart,Tuesday,['contemporary country'],182660
