,endTime,artistName,trackName,Genre,msPlayed,Day of the Week
27,10/1/2019 20:25,Mark Keali'i Ho'omalu,"He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version",movie tunes,148133,Tuesday
28,10/1/2019 20:56,blink-182,Darkside,pop punk,180960,Tuesday
29,10/1/2019 20:57,Haley & Michaels,Giving It All (To You),contemporary country,54899,Tuesday
30,10/1/2019 21:00,Bowling For Soup,Almost,comic,206160,Tuesday
31,10/1/2019 21:02,Old Dominion,No Such Thing as a Broken Heart,contemporary country,68909,Tuesday
32,10/1/2019 21:28,Rush,Limelight,album rock,259840,Tuesday
33,10/1/2019 21:40,Jet,Are You Gonna Be My Girl,alternative rock,213800,Tuesday
34,10/1/2019 21:45,Eminem,Without Me,detroit hip hop,290320,Tuesday
35,10/1/2019 21:49,Santana,Into the Night (feat. Chad Kroeger),blues rock,222440,Tuesday
36,10/1/2019 21:57,U2,Vertigo,irish rock,194520,Tuesday
37,10/1/2019 22:11,High Valley,I Be U Be,alberta country,213093,Tuesday
38,10/1/2019 22:15,U2,The Miracle (Of Joey Ramone),irish rock,255382,Tuesday
39,10/1/2019 22:39,Nick Jonas,"Introducing Me - From ""Camp Rock 2: The Final Jam""",dance pop,162544,Tuesday
40,10/2/2019 0:55,BROWN & GRAY,Top Down,country pop,181594,Wednesday
41,10/2/2019 0:58,Guy Sebastian,Like It Like That,australian pop,104385,Wednesday
42,10/2/2019 3:21,HIXTAPE,Nothin’ Out Here (HARDY feat. Thomas Rhett),contemporary country,214600,Wednesday
43,10/2/2019 3:22,Uzuhan,Uzusauce,christian trap,56308,Wednesday
44,10/2/2019 3:34,Billy Joel,We Didn't Start the Fire,album rock,287733,Wednesday
45,10/2/2019 3:43,Kenny Chesney,All the Pretty Girls,contemporary country,212893,Wednesday
46,10/2/2019 3:55,Zac Brown Band,Chicken Fried,contemporary country,82174,Wednesday
47,10/2/2019 4:11,John Denver,"Take Me Home, Country Roads - Rerecorded",adult standards,197813,Wednesday
48,10/2/2019 4:15,Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,dance pop,219413,Wednesday
49,10/2/2019 4:20,Brewer & Shipley,One Toke Over the Line,country rock,199041,Wednesday
50,10/2/2019 4:49,Matthew West,Grace Wins,anthem worship,42623,Wednesday
51,10/2/2019 16:37,Sidewalk Prophets,Smile,anthem worship,176133,Wednesday
52,10/2/2019 16:41,Jonas Brothers,S.O.S.,boy band,153346,Wednesday
53,10/2/2019 16:48,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",dance pop,210772,Wednesday
54,10/2/2019 18:56,Pentatonix,Sing,a cappella,105597,Wednesday
55,10/2/2019 21:07,The Beach Boys,Little Saint Nick - 1991 Remix,baroque pop,80098,Wednesday
56,10/2/2019 21:11,First Class,Beach Baby,rock,289681,Wednesday
57,10/2/2019 21:14,Straight No Chaser,Feels like Christmas (feat. Jana Kramer),a cappella,179186,Wednesday
58,10/2/2019 21:17,Thomas Rhett,Sixteen,contemporary country,178333,Wednesday
59,10/2/2019 21:28,Backstreet Boys,It's Christmas Time Again,boy band,203028,Wednesday
60,10/2/2019 21:36,Stellar Kart,Kiss the Girl,ccm,201626,Wednesday
61,10/2/2019 21:51,Beach Avenue,Coming Your Way,pop,85841,Wednesday
62,10/2/2019 22:30,Frankie Valli & The Four Seasons,I've Got You Under My Skin,adult standards,49043,Wednesday
63,10/2/2019 22:32,Frankie Valli & The Four Seasons,Alone,adult standards,69123,Wednesday
64,10/2/2019 22:32,Frankie Valli & The Four Seasons,C'mon Marianne,adult standards,30430,Wednesday
65,10/2/2019 22:34,Frankie Valli & The Four Seasons,Our Day Will Come - Live,adult standards,33392,Wednesday
66,10/2/2019 22:57,Jonas Brothers,Fly With Me,boy band,142863,Wednesday
67,10/2/2019 23:37,Blue Öyster Cult,Burnin' for You,album rock,177412,Wednesday
68,10/2/2019 23:41,Sister Hazel,Mandolin Moon,acoustic pop,214346,Wednesday
69,10/3/2019 0:47,The Ready Set,Love Like Woe,alternative pop rock,119361,Thursday
70,10/3/2019 0:58,Jay Park,좋아 Joah - Remastered,k-pop,192487,Thursday
71,10/3/2019 4:18,Zac Brown Band,From Now On,contemporary country,104885,Thursday
72,10/3/2019 4:19,Zac Brown Band,Sweet Annie,contemporary country,72842,Thursday
73,10/3/2019 15:04,Old Dominion,Song for Another Time,contemporary country,191826,Thursday
74,10/3/2019 15:08,Elvis Presley,Burning Love - Live,rock-and-roll,177080,Thursday
75,10/3/2019 16:08,Phillip Phillips,Home,folk-pop,172464,Thursday
76,10/3/2019 16:24,Jonas Brothers,Paranoid,boy band,218266,Thursday
77,10/3/2019 16:27,Cast Of Camp Rock,We Rock,post-teen pop,190933,Thursday
78,10/3/2019 16:30,Unspoken,Who You Are,anthem worship,204013,Thursday
79,10/3/2019 16:35,Michael Jackson,Beat It - Single Version,pop,258040,Thursday
80,10/3/2019 16:38,American Authors,Go Big Or Go Home,indie poptimism,169026,Thursday
81,10/3/2019 16:41,Rag'n'Bone Man,Human,neo soul,200186,Thursday
82,10/3/2019 16:46,Eminem,The Real Slim Shady,detroit hip hop,284200,Thursday
83,10/3/2019 16:50,Nena,99 Red Balloons - Club Mix,german pop,281453,Thursday
84,10/3/2019 16:54,Keith Urban,You'll Think Of Me - Single Version,australian country,231293,Thursday
85,10/3/2019 16:58,Boys Like Girls,Be Your Everything,neo mellow,210706,Thursday
86,10/3/2019 17:01,Brewer & Shipley,One Toke Over the Line,country rock,199041,Thursday
87,10/3/2019 17:05,We The Kings,"Check Yes, Juliet",neon pop punk,220146,Thursday
88,10/3/2019 17:23,Straight No Chaser,Text Me Merry Christmas (feat. Kristen Bell),a cappella,48699,Thursday
89,10/3/2019 23:40,Taylor Swift,I Forgot That You Existed,dance pop,39773,Thursday
90,10/3/2019 23:41,Taylor Swift,Cruel Summer,dance pop,50858,Thursday
91,10/3/2019 23:43,Taylor Swift,Lover,dance pop,142992,Thursday
92,10/3/2019 23:45,Taylor Swift,The Archer,dance pop,67049,Thursday
93,10/3/2019 23:47,Taylor Swift,I Think He Knows,dance pop,93457,Thursday
94,10/3/2019 23:48,Taylor Swift,Miss Americana & The Heartbreak Prince,dance pop,56207,Thursday
95,10/3/2019 23:49,Taylor Swift,Paper Rings,dance pop,66741,Thursday
96,10/3/2019 23:50,Taylor Swift,Cornelia Street,dance pop,68718,Thursday
97,10/3/2019 23:51,Taylor Swift,Death By A Thousand Cuts,dance pop,59228,Thursday
98,10/3/2019 23:52,Taylor Swift,London Boy,dance pop,79289,Thursday
99,10/3/2019 23:56,Taylor Swift,Daylight,dance pop,46468,Thursday
100,10/4/2019 0:03,Taylor Swift,State Of Grace,dance pop,136213,Friday
101,10/4/2019 0:05,Taylor Swift,Red,dance pop,34259,Friday
102,10/4/2019 0:07,Taylor Swift,Red,dance pop,35059,Friday
103,10/4/2019 0:09,Jon Bellion,Morning In America,pop rap,108574,Friday
104,10/4/2019 0:10,Taylor Swift,Treacherous,dance pop,80898,Friday
105,10/4/2019 0:14,Taylor Swift,All Too Well,dance pop,118065,Friday
106,10/4/2019 0:19,Taylor Swift,Stay Stay Stay,dance pop,78177,Friday
107,10/4/2019 0:21,Taylor Swift,The Last Time,dance pop,106688,Friday
108,10/4/2019 0:22,Taylor Swift,Holy Ground,dance pop,92466,Friday
109,10/4/2019 0:23,Taylor Swift,Sad Beautiful Tragic,dance pop,52539,Friday
110,10/4/2019 0:24,Taylor Swift,The Lucky One,dance pop,71962,Friday
111,10/4/2019 0:25,Taylor Swift,Everything Has Changed,dance pop,72841,Friday
112,10/4/2019 0:26,Taylor Swift,Starlight,dance pop,62060,Friday
113,10/4/2019 0:27,Taylor Swift,Begin Again,dance pop,43920,Friday
114,10/4/2019 0:30,Old Dominion,Half Empty,contemporary country,34843,Friday
115,10/4/2019 4:06,Fall Out Boy,"Sugar, We're Goin Down",emo,220158,Friday
116,10/4/2019 4:16,Pitbull,Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),dance pop,196440,Friday
117,10/4/2019 4:32,Jet,Are You Gonna Be My Girl,alternative rock,213800,Friday
118,10/4/2019 4:35,The All-American Rejects,Dirty Little Secret,modern rock,193653,Friday
119,10/4/2019 4:44,Robin Schulz,Sugar (feat. Francesco Yates),dance pop,219043,Friday
120,10/4/2019 14:30,Billy Joel,We Didn't Start the Fire,album rock,287733,Friday
121,10/4/2019 14:34,Thomas Rhett,Marry Me,contemporary country,205453,Friday
122,10/4/2019 15:01,Old Dominion,Written in the Sand,contemporary country,184080,Friday
123,10/4/2019 15:43,Zac Brown Band,Keep Me in Mind,contemporary country,193698,Friday
124,10/4/2019 18:51,Taylor Swift,State Of Grace,dance pop,140450,Friday
125,10/5/2019 1:18,Dan + Shay,"10,000 Hours (with Justin Bieber)",contemporary country,164668,Saturday
126,10/5/2019 1:40,Luke Combs,When It Rains It Pours,contemporary country,193600,Saturday
127,10/5/2019 20:27,Jonas Brothers,Fly With Me,boy band,234146,Saturday
128,10/5/2019 20:35,Stellar Kart,Can You Feel The Love Tonight,ccm,224573,Saturday
129,10/5/2019 20:52,The Goo Goo Dolls,Sympathy,alternative rock,178146,Saturday
130,10/5/2019 20:59,Robin Schulz,Sugar (feat. Francesco Yates),dance pop,219043,Saturday
131,10/5/2019 21:03,Phillip Phillips,"Gone, Gone, Gone",folk-pop,209693,Saturday
132,10/5/2019 21:16,Phillip Phillips,Home,folk-pop,210173,Saturday
133,10/5/2019 21:25,Justin Moore,If Heaven Wasn't So Far Away,arkansas country,50983,Saturday
134,10/6/2019 4:41,Kacey Musgraves,Follow Your Arrow,contemporary country,199640,Sunday
135,10/6/2019 4:44,Guster,This Could All Be Yours,boston rock,212146,Sunday
136,10/6/2019 4:48,Chris Tomlin,Holy Is The Lord,ccm,252533,Sunday
137,10/6/2019 4:51,Pentatonix,Cheerleader,a cappella,183066,Sunday
138,10/6/2019 4:54,Jonas Brothers,Sucker,boy band,181040,Sunday
139,10/6/2019 4:58,Kid Ink,Ride Out,dance pop,211908,Sunday
140,10/6/2019 5:04,Dan + Shay,Tequila - Acoustic,contemporary country,195320,Sunday
141,10/6/2019 5:09,"Phillips, Craig & Dean",You Are God Alone (Not A God),ccm,258480,Sunday
142,10/6/2019 5:12,Carly Rae Jepsen,Everywhere You Look (The Fuller House Theme),canadian pop,198207,Sunday
143,10/6/2019 5:15,Pentatonix,White Winter Hymnal,a cappella,167253,Sunday
144,10/6/2019 5:21,Lobo,I'd Love You to Want Me,adult standards,247640,Sunday
145,10/6/2019 5:25,The Spinners,The Rubberband Man,classic soul,215109,Sunday
146,10/6/2019 5:29,Rob Thomas,Streetcorner Symphony,acoustic pop,247826,Sunday
147,10/6/2019 5:32,Billy Currington,Hey Girl,contemporary country,198301,Sunday
148,10/7/2019 14:40,Zac Brown Band,From Now On,contemporary country,260960,Monday
149,10/7/2019 14:44,Eminem,Without Me,detroit hip hop,248090,Monday
150,10/7/2019 14:51,Phil Collins,You Can't Hurry Love - 2016 Remaster,mellow gold,175746,Monday
151,10/7/2019 14:55,Taylor Swift,Holy Ground,dance pop,201853,Monday
152,10/7/2019 15:26,Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",hollywood,187853,Monday
153,10/7/2019 15:28,Jonas Brothers,Paranoid,boy band,106637,Monday
154,10/7/2019 16:41,Jonas Brothers,Paranoid,boy band,111629,Monday
155,10/7/2019 19:15,Maroon 5,Lucky Strike,pop,99381,Monday
156,10/7/2019 19:42,Maroon 5,Lucky Strike,pop,86185,Monday
157,10/7/2019 20:19,Jonas Brothers,Lovebug,boy band,133059,Monday
158,10/7/2019 23:59,Dan + Shay,My Side of the Fence,contemporary country,122353,Monday
159,10/8/2019 15:08,"Earth, Wind & Fire",September,disco,215080,Tuesday
160,10/8/2019 15:12,Old Dominion,Snapback,contemporary country,206506,Tuesday
161,10/8/2019 15:25,Zac Brown Band,My Old Man,contemporary country,227222,Tuesday
162,10/8/2019 16:07,Duran Duran,Hungry Like the Wolf - 2009 Remaster,dance rock,220626,Tuesday
163,10/8/2019 16:11,Jay Park,좋아 Joah - Remastered,k-pop,212283,Tuesday
164,10/8/2019 17:17,Taylor Swift,Holy Ground,dance pop,140571,Tuesday
165,10/8/2019 20:00,Old Dominion,Make It Sweet,contemporary country,186133,Tuesday
166,10/8/2019 20:01,Becky G,Mayores,dance pop,55814,Tuesday
167,10/8/2019 20:09,Rex Orange County,Sunflower,bedroom pop,252230,Tuesday
168,10/8/2019 20:42,Dan + Shay,Speechless,contemporary country,159598,Tuesday
169,10/8/2019 21:14,Paramore,Misery Business,candy pop,208299,Tuesday
170,10/8/2019 21:21,blink-182,Darkside,pop punk,180960,Tuesday
171,10/8/2019 21:22,Train,"Hey, Soul Sister",neo mellow,34959,Tuesday
172,10/8/2019 21:25,DMX,Party Up,east coast hip hop,164721,Tuesday
173,10/8/2019 21:41,Sweet,Ballroom Blitz,album rock,246573,Tuesday
174,10/8/2019 21:54,Eminem,Berzerk,detroit hip hop,238746,Tuesday
175,10/8/2019 21:58,Hollywood Undead,Day Of The Dead,alternative metal,235240,Tuesday
176,10/8/2019 22:08,Daddy Yankee,Limbo,latin,224693,Tuesday
177,10/8/2019 22:12,Boys Like Girls,Five Minutes to Midnight,neo mellow,227360,Tuesday
178,10/8/2019 22:16,The Killers,Mr. Brightside,modern rock,222586,Tuesday
179,10/8/2019 22:38,Bowling For Soup,Almost,comic,206160,Tuesday
180,10/8/2019 22:41,Elvis Presley,Stuck on You,rock-and-roll,139640,Tuesday
181,10/8/2019 22:46,Elvis Presley,Burning Love - Live,rock-and-roll,110277,Tuesday
182,10/9/2019 16:39,Taylor Swift,All Too Well,dance pop,327893,Wednesday
183,10/9/2019 16:40,Stellar Kart,A Whole New World,ccm,65124,Wednesday
184,10/9/2019 18:53,Sidewalk Prophets,Smile,anthem worship,113547,Wednesday
185,10/9/2019 20:33,Neil Diamond,Cracklin' Rosie,adult standards,178853,Wednesday
186,10/9/2019 20:44,The Goo Goo Dolls,Come to Me,alternative rock,225333,Wednesday
187,10/9/2019 20:47,Taylor Swift,You Belong With Me,dance pop,232120,Wednesday
188,10/9/2019 20:52,Stellar Kart,Can You Feel The Love Tonight,ccm,224573,Wednesday
189,10/9/2019 21:07,Thomas Rhett,Marry Me,contemporary country,205453,Wednesday
190,10/9/2019 21:24,Passion,In Christ Alone - Live,anthem worship,53943,Wednesday
191,10/9/2019 23:53,Train,Drops of Jupiter (Tell Me),neo mellow,259933,Wednesday
192,10/10/2019 0:00,The Goo Goo Dolls,Iris,alternative rock,289906,Thursday
193,10/10/2019 15:15,Dan + Shay,Speechless,contemporary country,212745,Thursday
194,10/10/2019 15:21,Zac Brown Band,Colder Weather,contemporary country,273893,Thursday
195,10/10/2019 16:39,Joe Jonas,"Gotta Find You - From ""Camp Rock""/Soundtrack Version",post-teen pop,165894,Thursday
196,10/10/2019 22:07,We The Kings,"Check Yes, Juliet",neon pop punk,119635,Thursday
197,10/11/2019 16:31,Taylor Swift,Holy Ground,dance pop,200146,Friday
198,10/11/2019 16:34,Neil Diamond,Cracklin' Rosie,adult standards,178853,Friday
199,10/11/2019 18:47,Rend Collective,Build Your Kingdom Here,anthem worship,65061,Friday
200,10/11/2019 18:53,Elvis Presley,Stuck on You,rock-and-roll,139640,Friday
